Group,S19,Day 1,Day 2,Day 3,Day 4
ASV002982,0,0,0,0,0
ASV002983,0,0,0,0,0
ASV002984,0,0,0,0,0
ASV002985,0,0,0,0,0
ASV002986,0,0,0,0,0
ASV002987,0,0,0,0.002881761,0
ASV002988,0,0,0,0,0
ASV002989,0,0.004367194,0,0,0.003188877
ASV002990,0,0,0,0,0
ASV002991,0,0,0,0,0
ASV002992,0,0,0,0,0
ASV002993,0,0,0,0,0
ASV002994,0,0,0,0,0
ASV002995,0,0,0,0,0
ASV002996,0,0,0,0,0
ASV002997,0,0,0,0,0
ASV002998,0,0,0,0,0
ASV002999,0,0,0,0,0
ASV003000,0,0,0,0,0
ASV003001,0,0,0,0,0
ASV003002,0.002114388,0,0,0,0
ASV003003,0,0.001582905,0,0,0
ASV003004,0,0,0,0,0
ASV003005,0,0,0,0,0
ASV003006,0,0,0,0,0
ASV003007,0,0,0,0,0
ASV003008,0,0,0,0,0
ASV003009,0,0,0,0,0
ASV003010,0,0,0,0,0
ASV003011,0,0,0,0,0
ASV003012,0,0,0,0,0
ASV003013,0,0,0,0,0
ASV003014,0,0,0,0,0
ASV003015,0.002382484,0,0,0,0
ASV003016,0,0,0,0,0
ASV003017,0,0,0,0,0
ASV003018,0,0,0,0.004105596,0
ASV003019,0,0,0,0,0
ASV003020,0.002114388,0,0,0,0
ASV003021,0,0,0,0,0
ASV003022,0,0,0,0,0
ASV003023,0,0,0,0,0
ASV003024,0,0,0,0,0
ASV003025,0,0,0,0,0
ASV003026,0,0,0,0,0
ASV003027,0,0,0,0,0
ASV003028,0,0,0,0,0
ASV003029,0,0,0,0,0
ASV003030,0,0,0,0,0
ASV003031,0,0,0,0,0
ASV003032,0,0,0,0,0
ASV003033,0,0,0,0,0
ASV003034,0,0,0,0,0
ASV003035,0,0,0,0,0
ASV003036,0.01268633,0,0,0,0
ASV003037,0,0,0,0,0
ASV003038,0,0,0,0,0
ASV003039,0,0,0,0,0
ASV003040,0,0,0,0,0
ASV003041,0.002382484,0,0,0,0
ASV003042,0,0,0,0,0
ASV003043,0,0,0,0,0
ASV003044,0,0,0,0,0
ASV003045,0,0,0,0,0
ASV003046,0,0,0,0,0
ASV003047,0,0,0,0,0
ASV003048,0,0,0,0,0
ASV003049,0,0,0,0,0
ASV003050,0,0,0,0,0
ASV003051,0,0,0,0,0
ASV003052,0,0,0,0,0
ASV003053,0.004764968,0,0.003044418,0,0
ASV003054,0,0,0,0,0
ASV003055,0,0,0,0,0
ASV003056,0,0,0,0,0
ASV003057,0,0,0,0,0
ASV003058,0,0,0,0,0
ASV003059,0,0,0,0,0
ASV003060,0,0,0,0,0
ASV003061,0,0,0,0,0
ASV003062,0,0.003745511,0.004515699,0,0
ASV003063,0,0,0,0,0.002514964
ASV003064,0,0.005822925,0,0,0
ASV003065,0,0,0,0,0
ASV003066,0,0,0,0,0
ASV003067,0,0,0,0,0
ASV003068,0,0,0.003044418,0,0
ASV003069,0,0,0,0,0
ASV003070,0,0,0,0,0
ASV003071,0,0,0,0,0
ASV003072,0,0,0,0,0
ASV003073,0,0.005276349,0,0,0
ASV003074,0,0.005276349,0,0,0
ASV003075,0,0.005276349,0,0,0
ASV003076,0,0.005276349,0,0,0
ASV003077,0,0.004221079,0,0,0
ASV003078,0,0.010813032,0,0,0
ASV003079,0,0.014557312,0,0,0
ASV003080,0,0.014557312,0,0,0
ASV003081,0,0,0,0,0
ASV003082,0,0,0,0,0
ASV003083,0,0,0,0,0
ASV003084,0,0,0,0,0
ASV003085,0,0,0,0,0
ASV003086,0,0,0,0,0
ASV003087,0,0,0,0,0
ASV003088,0,0,0,0,0
ASV003089,0,0,0,0,0
ASV003090,0,0,0,0,0
ASV003091,0,0,0,0,0
ASV003092,0,0,0,0,0
ASV003093,0,0,0,0,0
ASV003094,0,0,0,0,0
ASV003095,0,0,0,0,0
ASV003096,0,0,0,0,0
ASV003097,0,0,0,0,0
ASV003098,0,0,0,0,0
ASV003099,0,0,0,0,0
ASV003100,0,0,0,0,0
ASV003101,0,0,0,0,0
ASV003102,0,0,0,0,0
ASV003103,0,0,0,0,0
ASV003104,0,0,0,0,0
ASV003105,0,0,0,0,0
ASV003106,0,0,0,0,0
ASV003107,0,0,0,0,0
ASV003108,0,0,0,0,0
ASV003109,0,0,0,0,0
ASV003110,0,0,0,0,0
ASV003111,0,0,0,0,0
ASV003112,0,0,0,0,0
ASV003113,0,0,0,0,0
ASV003114,0,0,0,0,0
ASV003115,0,0.005406516,0,0,0
ASV003116,0,0,0,0,0
ASV003117,0,0,0,0,0
ASV003118,0,0.008734387,0,0,0
ASV003119,0,0,0,0,0
ASV003120,0,0,0,0,0
ASV003121,0,0,0,0,0
ASV003122,0,0,0,0,0
ASV003123,0,0,0,0,0
ASV003124,0,0,0,0,0
ASV003125,0,0,0,0,0
ASV003126,0,0,0,0,0
ASV003127,0,0.001455731,0,0,0
ASV003128,0,0,0,0,0
ASV003129,0,0.01164585,0,0,0
ASV003130,0,0,0,0,0
ASV003131,0,0,0,0,0
ASV003132,0,0,0,0,0
ASV003133,0,0,0,0,0
ASV003134,0,0,0,0,0
ASV003135,0,0,0,0,0
ASV003136,0,0,0,0,0
ASV003137,0,0,0,0,0
ASV003138,0,0,0,0,0
ASV003139,0,0,0,0,0
ASV003140,0,0,0,0,0
ASV003141,0,0,0,0,0
ASV003142,0,0,0,0,0
ASV003143,0,0,0,0,0
ASV003144,0,0,0,0,0
ASV003145,0,0,0,0,0
ASV003146,0,0,0,0,0
ASV003147,0,0,0,0,0
ASV003148,0,0,0,0,0
ASV003149,0,0,0,0,0
ASV003150,0,0,0,0,0
ASV003151,0,0,0,0,0
ASV003152,0,0,0,0.002881761,0
ASV003153,0,0,0,0,0
ASV003154,0,0,0,0,0
ASV003155,0,0,0,0,0.003376553
ASV003156,0,0,0,0,0
ASV003157,0,0,0,0,0
ASV003158,0,0,0,0,0
ASV003159,0,0,0,0,0
ASV003160,0,0,0,0,0
ASV003161,0,0,0,0,0
ASV003162,0,0,0,0,0.003376553
ASV003163,0,0,0,0,0
ASV003164,0,0,0,0,0
ASV003165,0,0,0,0,0
ASV003166,0,0,0,0,0
ASV003167,0,0,0,0,0
ASV003168,0.004385965,0,0,0,0.005703841
ASV003169,0,0,0,0,0
ASV003170,0,0,0,0,0
ASV003171,0,0,0,0,0
ASV003172,0,0,0,0,0
ASV003173,0,0,0,0,0
ASV003174,0,0,0,0,0
ASV003175,0,0,0,0,0
ASV003176,0,0,0,0,0
ASV003177,0.002382484,0.002162606,0,0,0
ASV003178,0,0,0,0,0
ASV003179,0,0,0,0,0
ASV003180,0,0,0,0,0
ASV003181,0.002382484,0,0,0,0
ASV003182,0,0,0,0,0.003188877
ASV003183,0,0,0,0,0
ASV003184,0,0,0,0,0.002514964
ASV003185,0,0,0,0.004105596,0
ASV003186,0,0,0,0,0
ASV003187,0,0,0,0,0
ASV003188,0,0,0,0,0
ASV003189,0,0,0.006088836,0,0
ASV003190,0,0,0,0,0
ASV003191,0,0,0,0,0.002514964
ASV003192,0,0,0,0,0
ASV003193,0.004228777,0,0,0,0
ASV003194,0,0,0,0,0
ASV003195,0,0,0,0,0
ASV003196,0,0,0,0,0
ASV003197,0.004385965,0,0,0,0
ASV003198,0,0,0,0,0.003376553
ASV003199,0,0,0,0,0
ASV003200,0,0,0,0,0
ASV003201,0,0,0,0,0
ASV003202,0,0,0,0,0.013506213
ASV003203,0,0,0,0,0
ASV003204,0,0,0,0,0
ASV003205,0,0,0,0,0
ASV003206,0.002114388,0,0,0,0
ASV003207,0,0,0,0,0
ASV003208,0,0.001081303,0,0,0
ASV003209,0,0,0,0,0
ASV003210,0,0.01164585,0,0,0
ASV003211,0,0,0,0,0
ASV003212,0,0,0,0,0
ASV003213,0,0,0,0,0
ASV003214,0,0,0,0,0
ASV003215,0,0,0,0,0
ASV003216,0,0,0,0,0
ASV003217,0,0.008650425,0,0,0
ASV003218,0,0.003693444,0,0,0
ASV003219,0,0,0,0,0
ASV003220,0.002382484,0.010190118,0,0,0
ASV003221,0,0,0,0,0.003376553
ASV003222,0.002382484,0,0.003044418,0.004105596,0.003376553
ASV003223,0,0,0,0,0.002514964
ASV003224,0,0,0,0,0
ASV003225,0,0,0,0,0
ASV003226,0.002382484,0,0,0,0
ASV003227,0,0,0,0,0
ASV003228,0,0,0,0,0
ASV003229,0,0,0,0,0
ASV003230,0,0,0,0,0
ASV003231,0,0.004748714,0,0,0
ASV003232,0,0.004748714,0,0,0
ASV003233,0,0.004748714,0,0,0
ASV003234,0,0.004748714,0,0,0
ASV003235,0,0.005022002,0,0,0
ASV003236,0,0.009731729,0,0,0
ASV003237,0,0.009731729,0,0,0
ASV003238,0,0.008650425,0,0,0
ASV003239,0,0.00324391,0,0,0
ASV003240,0,0.013101581,0,0,0
ASV003241,0,0.013101581,0,0,0
ASV003242,0,0.013101581,0,0,0
ASV003243,0,0,0,0,0
ASV003244,0,0,0,0,0
ASV003245,0,0,0,0,0
ASV003246,0,0,0,0,0
ASV003247,0,0,0,0,0
ASV003248,0,0,0,0,0
ASV003249,0,0,0,0,0
ASV003250,0,0,0.013241525,0,0
ASV003251,0,0,0,0,0
ASV003252,0,0,0,0,0
ASV003253,0,0,0,0,0
ASV003254,0,0,0,0,0
ASV003255,0,0,0,0,0
ASV003256,0,0,0,0,0
ASV003257,0,0,0,0,0
ASV003258,0,0,0,0,0
ASV003259,0,0,0,0,0
ASV003260,0,0,0,0,0
ASV003261,0,0,0,0,0
ASV003262,0,0,0,0,0
ASV003263,0,0,0,0,0
ASV003264,0,0,0,0,0
ASV003265,0,0,0,0,0
ASV003266,0,0,0,0,0
ASV003267,0,0,0,0,0
ASV003268,0,0,0,0,0
ASV003269,0,0,0,0,0
ASV003270,0,0,0,0,0
ASV003271,0,0,0,0,0
ASV003272,0,0,0,0,0
ASV003273,0,0,0,0,0
ASV003274,0,0,0,0,0
ASV003275,0,0,0,0,0
ASV003276,0,0,0,0,0
ASV003277,0,0,0,0,0
ASV003278,0,0.002162606,0,0,0
ASV003279,0,0,0.003044418,0,0
ASV003280,0,0,0,0,0
ASV003281,0,0,0,0,0
ASV003282,0,0,0,0,0
ASV003283,0,0,0,0,0
ASV003284,0,0,0,0,0
ASV003285,0,0,0,0,0
ASV003286,0,0,0,0,0
ASV003287,0,0,0,0,0
ASV003288,0,0,0,0,0
ASV003289,0,0,0,0,0
ASV003290,0,0,0,0,0
ASV003291,0,0,0,0,0
ASV003292,0,0,0,0,0
ASV003293,0,0.001081303,0.003044418,0,0
ASV003294,0,0.003693444,0,0,0
ASV003295,0,0,0,0,0
ASV003296,0,0,0,0,0
ASV003297,0,0,0,0,0
ASV003298,0,0,0,0,0
ASV003299,0,0,0,0,0
ASV003300,0.004496872,0.002162606,0,0,0
ASV003301,0,0.010190118,0,0,0
ASV003302,0,0,0,0,0
ASV003303,0,0,0,0,0
ASV003304,0,0,0,0,0
ASV003305,0,0,0,0,0
ASV003306,0,0,0,0,0
ASV003307,0,0,0,0,0
ASV003308,0,0,0,0,0
ASV003309,0,0,0,0,0
ASV003310,0,0.004367194,0,0,0
ASV003311,0,0,0,0,0
ASV003312,0,0,0,0,0
ASV003313,0,0,0,0,0
ASV003314,0,0,0,0,0
ASV003315,0,0,0,0,0
ASV003316,0,0,0,0,0
ASV003317,0,0.006487819,0,0,0
ASV003318,0,0,0,0,0
ASV003319,0,0,0,0,0
ASV003320,0,0,0,0,0
ASV003321,0,0,0,0,0
ASV003322,0,0,0,0,0
ASV003323,0,0,0,0,0
ASV003324,0,0,0,0,0
ASV003325,0,0,0,0,0
ASV003326,0,0,0,0,0
ASV003327,0.008993745,0,0,0,0.005029928
ASV003328,0,0,0,0,0
ASV003329,0,0,0,0,0
ASV003330,0,0,0,0,0
ASV003331,0,0,0,0,0
ASV003332,0,0,0,0,0
ASV003333,0,0,0,0,0
ASV003334,0,0,0,0,0
ASV003335,0,0,0,0,0
ASV003336,0,0,0,0,0
ASV003337,0,0,0,0,0
ASV003338,0,0,0,0,0.003188877
ASV003339,0,0,0,0,0
ASV003340,0,0,0,0,0
ASV003341,0,0,0,0,0
ASV003342,0,0,0,0,0
ASV003343,0,0,0,0,0
ASV003344,0,0,0,0,0
ASV003345,0,0,0,0,0
ASV003346,0,0,0,0,0
ASV003347,0,0,0,0,0
ASV003348,0,0,0,0,0
ASV003349,0,0,0,0,0
ASV003350,0,0,0,0,0
ASV003351,0,0,0,0,0.003376553
ASV003352,0,0,0,0,0
ASV003353,0.007147452,0,0,0,0
ASV003354,0,0,0,0,0
ASV003355,0,0,0,0,0
ASV003356,0,0,0,0,0
ASV003357,0,0,0,0,0
ASV003358,0,0,0,0,0
ASV003359,0,0,0,0,0
ASV003360,0,0,0,0,0
ASV003361,0,0,0,0,0
ASV003362,0.002382484,0,0.003044418,0.008645284,0.005891517
ASV003363,0,0,0,0,0
ASV003364,0,0.001582905,0.006088836,0,0
ASV003365,0,0,0,0,0
ASV003366,0,0,0,0,0
ASV003367,0.002382484,0,0.003044418,0,0
ASV003368,0,0,0,0,0
ASV003369,0,0,0,0,0
ASV003370,0,0,0,0,0
ASV003371,0,0,0,0,0
ASV003372,0,0.003693444,0,0,0
ASV003373,0,0.010190118,0,0,0
ASV003374,0,0,0,0,0
ASV003375,0,0,0.003044418,0.003090999,0.005703841
ASV003376,0,0,0,0,0
ASV003377,0,0,0,0,0
ASV003378,0,0,0,0,0
ASV003379,0,0,0,0,0
ASV003380,0,0,0,0,0
ASV003381,0,0,0,0,0
ASV003382,0,0,0,0,0
ASV003383,0,0,0,0,0
ASV003384,0,0,0,0,0
ASV003385,0,0.004221079,0,0,0
ASV003386,0,0.004221079,0,0,0
ASV003387,0,0.004221079,0,0,0
ASV003388,0,0.004221079,0,0,0
ASV003389,0,0.004221079,0,0,0
ASV003390,0,0.004221079,0,0,0
ASV003391,0,0.004221079,0,0,0
ASV003392,0,0.004221079,0,0,0
ASV003393,0,0.004221079,0,0,0
ASV003394,0,0.01164585,0,0,0
ASV003395,0,0.01164585,0,0,0
ASV003396,0,0.01164585,0,0,0
ASV003397,0,0.001455731,0,0,0
ASV003398,0,0,0,0,0
ASV003399,0,0,0,0,0
ASV003400,0,0,0,0,0
ASV003401,0,0,0,0,0
ASV003402,0,0,0,0,0
ASV003403,0,0,0,0,0
ASV003404,0,0,0,0,0
ASV003405,0,0,0,0,0
ASV003406,0,0,0,0,0
ASV003407,0,0,0,0,0
ASV003408,0,0,0,0,0
ASV003409,0,0,0,0,0
ASV003410,0,0,0,0,0
ASV003411,0,0,0,0,0
ASV003412,0,0,0,0,0
ASV003413,0,0,0,0,0
ASV003414,0,0,0,0,0
ASV003415,0,0,0,0,0
ASV003416,0,0,0,0,0
ASV003417,0,0,0,0,0
ASV003418,0,0,0,0,0
ASV003419,0,0,0,0,0
ASV003420,0,0,0,0.003090999,0
ASV003421,0,0,0,0,0
ASV003422,0,0,0,0,0
ASV003423,0,0,0,0,0
ASV003424,0,0,0,0,0
ASV003425,0,0,0,0,0
ASV003426,0,0,0,0,0
ASV003427,0,0,0,0,0
ASV003428,0,0,0,0,0
ASV003429,0,0,0,0,0
ASV003430,0,0,0,0,0
ASV003431,0,0,0,0,0
ASV003432,0,0,0,0,0
ASV003433,0,0,0,0,0
ASV003434,0,0,0,0,0
ASV003435,0,0,0,0,0
ASV003436,0,0.003165809,0,0,0
ASV003437,0,0,0,0,0
ASV003438,0,0,0,0,0
ASV003439,0,0,0,0,0
ASV003440,0,0,0,0,0
ASV003441,0,0.001081303,0,0,0
ASV003442,0,0.004367194,0.003044418,0,0
ASV003443,0,0,0,0,0
ASV003444,0,0,0,0,0
ASV003445,0,0,0,0,0
ASV003446,0,0,0,0,0
ASV003447,0,0,0,0,0
ASV003448,0,0,0,0,0
ASV003449,0,0,0,0,0
ASV003450,0,0,0,0,0
ASV003451,0,0,0,0,0
ASV003452,0.002114388,0,0,0,0
ASV003453,0,0,0,0,0
ASV003454,0,0,0,0,0
ASV003455,0,0,0,0,0
ASV003456,0,0,0,0,0
ASV003457,0,0,0,0,0
ASV003458,0,0,0,0,0
ASV003459,0,0,0,0,0
ASV003460,0,0,0,0,0
ASV003461,0,0,0,0,0
ASV003462,0,0,0,0,0
ASV003463,0,0,0,0,0
ASV003464,0,0,0,0,0
ASV003465,0,0,0,0,0
ASV003466,0,0,0,0,0
ASV003467,0,0,0,0,0
ASV003468,0,0,0,0,0
ASV003469,0,0,0,0,0
ASV003470,0,0,0,0,0
ASV003471,0,0,0,0,0
ASV003472,0,0,0,0,0.003188877
ASV003473,0,0,0,0,0
ASV003474,0,0,0,0,0
ASV003475,0,0,0,0,0
ASV003476,0,0,0,0,0
ASV003477,0,0,0,0,0
ASV003478,0,0,0,0,0
ASV003479,0,0,0,0,0
ASV003480,0,0,0,0,0
ASV003481,0,0,0,0,0.006377754
ASV003482,0,0,0,0,0
ASV003483,0,0,0,0,0
ASV003484,0,0,0,0.002881761,0
ASV003485,0,0,0,0,0
ASV003486,0,0,0,0,0
ASV003487,0,0,0,0,0
ASV003488,0,0,0,0.004105596,0.005703841
ASV003489,0,0,0,0,0
ASV003490,0,0,0,0,0
ASV003491,0,0,0,0,0
ASV003492,0,0,0,0,0
ASV003493,0,0,0,0,0
ASV003494,0,0,0,0,0
ASV003495,0,0,0,0,0
ASV003496,0,0,0,0,0.003188877
ASV003497,0,0,0,0,0
ASV003498,0,0,0,0,0
ASV003499,0,0,0,0,0
ASV003500,0,0,0,0,0
ASV003501,0,0,0,0,0
ASV003502,0,0,0,0,0
ASV003503,0,0,0,0,0
ASV003504,0.002382484,0,0,0,0
ASV003505,0,0,0,0.003090999,0
ASV003506,0,0,0,0,0
ASV003507,0,0,0,0,0
ASV003508,0,0,0,0,0
ASV003509,0,0,0,0,0
ASV003510,0.004228777,0.000527635,0,0,0
ASV003511,0,0,0,0,0
ASV003512,0,0,0,0,0
ASV003513,0,0,0,0,0.010921445
ASV003514,0,0,0,0,0
ASV003515,0,0,0,0,0
ASV003516,0.006611261,0,0.006088836,0,0.002514964
ASV003517,0,0.000527635,0.006088836,0.003090999,0.002514964
ASV003518,0,0,0,0,0
ASV003519,0,0.001081303,0,0.01275088,0
ASV003520,0,0,0,0,0
ASV003521,0,0,0,0,0
ASV003522,0,0.002638174,0,0,0
ASV003523,0.004764968,0,0,0,0
ASV003524,0,0,0,0,0
ASV003525,0,0,0,0,0
ASV003526,0,0,0,0,0
ASV003527,0,0,0.003044418,0,0
ASV003528,0,0,0,0,0
ASV003529,0,0.001081303,0,0,0
ASV003530,0,0.003693444,0,0,0
ASV003531,0,0.003693444,0,0,0
ASV003532,0,0.007569122,0,0,0
ASV003533,0,0.007569122,0,0,0
ASV003534,0,0.007569122,0,0,0
ASV003535,0,0.007569122,0,0,0
ASV003536,0,0.007569122,0,0,0
ASV003537,0,0.001081303,0,0,0
ASV003538,0,0.010190118,0,0,0
ASV003539,0,0.010190118,0,0,0
ASV003540,0,0.010190118,0,0,0
ASV003541,0,0.010190118,0,0,0
ASV003542,0,0.010190118,0,0,0
ASV003543,0,0.010190118,0,0,0
ASV003544,0,0.007278656,0.002942561,0,0
ASV003545,0,0,0,0,0
ASV003546,0,0,0,0,0
ASV003547,0,0,0,0,0
ASV003548,0,0,0,0,0
ASV003549,0,0,0,0,0
ASV003550,0,0,0,0,0
ASV003551,0,0,0,0,0
ASV003552,0,0,0,0,0
ASV003553,0,0,0,0,0
ASV003554,0,0,0,0,0
ASV003555,0,0,0,0,0
ASV003556,0,0,0,0,0
ASV003557,0,0,0,0,0
ASV003558,0,0,0,0,0
ASV003559,0,0,0,0,0
ASV003560,0,0,0,0,0
ASV003561,0,0,0,0,0
ASV003562,0,0,0,0,0
ASV003563,0,0,0,0,0
ASV003564,0,0,0,0,0
ASV003565,0,0,0,0,0
ASV003566,0,0,0,0,0
ASV003567,0,0,0,0,0
ASV003568,0,0,0,0,0
ASV003569,0,0,0,0,0
ASV003570,0,0,0,0,0
ASV003571,0,0,0,0,0
ASV003572,0,0,0,0,0
ASV003573,0,0,0,0,0
ASV003574,0,0,0,0,0
ASV003575,0,0,0,0,0
ASV003576,0,0,0,0,0
ASV003577,0,0.000527635,0.003044418,0,0
ASV003578,0,0.005822925,0,0,0
ASV003579,0,0,0,0,0
ASV003580,0,0,0,0,0
ASV003581,0,0,0,0,0
ASV003582,0,0,0,0,0
ASV003583,0,0,0,0,0
ASV003584,0,0,0,0,0
ASV003585,0,0,0,0,0
ASV003586,0,0,0,0,0
ASV003587,0,0,0,0,0
ASV003588,0,0,0,0,0
ASV003589,0,0,0,0,0
ASV003590,0,0,0,0,0
ASV003591,0,0,0,0,0
ASV003592,0,0,0,0,0
ASV003593,0,0,0,0,0
ASV003594,0,0,0,0,0
ASV003595,0,0,0,0,0
ASV003596,0,0,0,0,0
ASV003597,0,0,0,0,0
ASV003598,0,0,0,0,0
ASV003599,0,0,0,0,0
ASV003600,0,0,0,0,0
ASV003601,0,0,0,0,0
ASV003602,0,0,0,0,0
ASV003603,0,0,0,0,0
ASV003604,0,0,0,0,0
ASV003605,0,0,0,0,0
ASV003606,0,0,0,0,0
ASV003607,0,0,0,0,0
ASV003608,0,0,0,0,0
ASV003609,0,0,0,0,0
ASV003610,0,0,0,0,0
ASV003611,0,0,0,0,0
ASV003612,0,0,0,0,0
ASV003613,0,0,0,0,0
ASV003614,0,0,0,0,0
ASV003615,0,0,0,0,0
ASV003616,0,0,0,0,0
ASV003617,0,0,0,0,0
ASV003618,0,0,0,0,0
ASV003619,0,0,0,0,0
ASV003620,0,0,0,0,0
ASV003621,0,0,0,0,0
ASV003622,0,0,0,0,0
ASV003623,0,0,0,0,0
ASV003624,0,0,0,0,0
ASV003625,0,0,0,0,0
ASV003626,0,0,0,0,0
ASV003627,0,0,0,0,0
ASV003628,0,0,0,0.004105596,0
ASV003629,0,0,0,0,0
ASV003630,0,0,0,0,0
ASV003631,0,0,0,0,0
ASV003632,0,0,0,0,0
ASV003633,0,0,0,0,0
ASV003634,0,0,0,0,0
ASV003635,0,0,0,0,0.005029928
ASV003636,0,0,0,0,0
ASV003637,0,0,0,0,0
ASV003638,0,0,0,0,0
ASV003639,0,0,0,0,0
ASV003640,0,0,0,0,0
ASV003641,0,0,0,0,0
ASV003642,0,0,0,0.003090999,0
ASV003643,0,0,0,0,0
ASV003644,0.002382484,0,0,0,0
ASV003645,0,0,0,0,0
ASV003646,0,0,0,0,0
ASV003647,0,0,0,0,0
ASV003648,0,0,0,0,0
ASV003649,0,0,0,0,0.002514964
ASV003650,0,0,0,0,0
ASV003651,0.002114388,0,0,0,0
ASV003652,0,0,0,0,0
ASV003653,0,0,0,0,0
ASV003654,0,0,0,0,0.008218805
ASV003655,0,0,0,0,0
ASV003656,0,0,0,0,0
ASV003657,0.004764968,0,0,0,0
ASV003658,0,0,0,0,0
ASV003659,0,0,0,0,0
ASV003660,0,0,0,0,0
ASV003661,0,0,0,0,0
ASV003662,0,0,0,0,0
ASV003663,0,0,0,0,0
ASV003664,0,0,0,0,0
ASV003665,0,0,0,0,0
ASV003666,0,0,0,0,0
ASV003667,0,0,0,0,0
ASV003668,0,0,0,0,0
ASV003669,0,0,0,0,0
ASV003670,0,0.002911462,0,0,0
ASV003671,0,0.005406516,0,0,0
ASV003672,0,0.00324391,0,0,0
ASV003673,0,0,0,0,0
ASV003674,0.002114388,0,0,0.003090999,0.005891517
ASV003675,0,0,0,0,0
ASV003676,0,0,0,0,0
ASV003677,0,0,0,0,0
ASV003678,0,0,0,0,0
ASV003679,0,0,0,0,0
ASV003680,0,0,0,0,0
ASV003681,0,0,0,0,0
ASV003682,0,0.003165809,0,0,0
ASV003683,0,0.003165809,0,0,0
ASV003684,0,0.003165809,0,0,0
ASV003685,0,0.003165809,0,0,0
ASV003686,0,0.003165809,0,0,0
ASV003687,0,0.003165809,0,0,0
ASV003688,0,0.006487819,0,0,0
ASV003689,0,0.006487819,0,0,0
ASV003690,0,0.006487819,0,0,0
ASV003691,0,0.006487819,0,0,0
ASV003692,0,0.008734387,0,0,0
ASV003693,0,0,0,0,0
ASV003694,0,0,0,0,0
ASV003695,0,0,0,0,0
ASV003696,0,0,0,0,0
ASV003697,0,0,0,0,0
ASV003698,0,0,0,0,0
ASV003699,0,0,0,0,0
ASV003700,0,0,0,0,0
ASV003701,0,0,0,0,0
ASV003702,0,0,0,0,0
ASV003703,0,0,0,0,0
ASV003704,0,0,0,0,0
ASV003705,0,0,0,0,0
ASV003706,0,0,0,0,0
ASV003707,0,0,0,0,0
ASV003708,0,0,0,0,0
ASV003709,0,0.004325213,0,0,0
ASV003710,0,0,0,0,0
ASV003711,0,0,0,0,0
ASV003712,0,0,0,0,0
ASV003713,0,0,0,0,0
ASV003714,0,0,0,0,0
ASV003715,0,0,0,0,0
ASV003716,0,0,0,0,0
ASV003717,0,0,0,0,0
ASV003718,0,0,0,0,0
ASV003719,0,0,0,0,0
ASV003720,0,0,0,0,0
ASV003721,0,0,0,0,0
ASV003722,0,0,0,0,0
ASV003723,0,0,0,0,0
ASV003724,0,0.001582905,0,0,0
ASV003725,0,0,0,0,0
ASV003726,0,0,0,0,0
ASV003727,0,0,0,0,0
ASV003728,0,0,0,0,0
ASV003729,0,0,0,0,0
ASV003730,0,0,0,0,0
ASV003731,0,0,0,0,0
ASV003732,0,0,0,0,0
ASV003733,0,0,0,0,0
ASV003734,0,0,0,0,0
ASV003735,0,0,0,0,0
ASV003736,0,0,0,0,0
ASV003737,0,0,0,0,0
ASV003738,0,0,0,0,0
ASV003739,0,0,0,0,0
ASV003740,0,0,0,0,0
ASV003741,0,0,0,0,0
ASV003742,0,0,0,0,0
ASV003743,0,0,0,0,0
ASV003744,0,0.001081303,0,0,0
ASV003745,0,0,0,0,0
ASV003746,0,0,0,0,0
ASV003747,0,0,0,0,0
ASV003748,0,0,0,0,0
ASV003749,0,0,0,0,0
ASV003750,0,0,0,0,0
ASV003751,0,0,0,0,0
ASV003752,0,0,0,0,0
ASV003753,0,0,0,0,0
ASV003754,0,0,0,0,0
ASV003755,0,0,0,0,0.003376553
ASV003756,0,0,0,0,0
ASV003757,0,0,0,0,0
ASV003758,0,0,0,0,0
ASV003759,0,0,0,0,0
ASV003760,0,0,0,0,0
ASV003761,0,0,0,0,0
ASV003762,0,0,0,0,0
ASV003763,0,0,0,0,0
ASV003764,0,0,0,0,0
ASV003765,0,0,0,0,0
ASV003766,0,0,0,0,0
ASV003767,0,0,0,0,0
ASV003768,0,0,0,0,0
ASV003769,0.00877193,0,0,0,0
ASV003770,0,0,0,0,0
ASV003771,0,0,0,0,0
ASV003772,0,0,0,0,0
ASV003773,0,0,0,0,0
ASV003774,0,0,0,0,0
ASV003775,0.002382484,0,0,0,0
ASV003776,0,0,0,0,0
ASV003777,0,0,0,0,0
ASV003778,0,0,0,0,0
ASV003779,0,0,0,0,0
ASV003780,0,0,0,0,0
ASV003781,0,0,0,0,0
ASV003782,0,0,0,0,0
ASV003783,0,0,0,0.003090999,0
ASV003784,0,0,0,0,0
ASV003785,0,0,0,0,0
ASV003786,0,0,0,0,0
ASV003787,0,0,0,0,0
ASV003788,0,0,0,0,0
ASV003789,0,0,0,0,0
ASV003790,0,0,0,0,0
ASV003791,0,0,0,0,0
ASV003792,0,0,0,0,0
ASV003793,0,0,0,0,0
ASV003794,0,0,0,0,0
ASV003795,0,0,0,0,0.005029928
ASV003796,0,0,0,0,0
ASV003797,0,0,0,0,0
ASV003798,0,0,0,0,0
ASV003799,0,0,0,0,0
ASV003800,0,0,0,0,0
ASV003801,0.002114388,0,0,0,0.003188877
ASV003802,0,0,0,0,0
ASV003803,0,0,0,0,0
ASV003804,0,0,0,0,0
